word,machado_fl,mac_morpho_fl,floresta_fl,genesis_fl,unitex-PB_fl,Manual Label
stranger,Y,Y,Y,N,N,N
stream,Y,Y,Y,N,N,N
streaming,Y,Y,Y,Y,N,N
street,Y,Y,Y,N,N,N
stress,Y,N,N,Y,N,N
stretch,Y,N,Y,Y,N,N
strike,N,Y,Y,N,N,N
strip,Y,N,Y,Y,N,N
striper,Y,Y,Y,Y,N,N
strong,N,N,Y,N,N,N
Stuart,N,N,N,Y,N,N
studio,Y,Y,Y,Y,N,N
stuff,Y,Y,Y,N,N,N
stuffing,Y,Y,Y,Y,N,N
stupid,Y,Y,Y,Y,N,N
stuprum,Y,Y,Y,Y,N,N
style,Y,Y,Y,Y,N,N
styling,Y,Y,Y,Y,N,N
suave,Y,Y,Y,Y,Y,Y
sub,Y,N,N,N,Y,Y
sublime,Y,Y,Y,N,Y,Y
submarine,Y,Y,Y,Y,N,N
submeter,Y,Y,Y,N,Y,Y
submit,Y,Y,Y,N,N,N
subway,Y,Y,Y,Y,N,N
success,Y,Y,Y,N,N,N
suck,Y,Y,Y,N,N,N
sugar,N,N,Y,Y,N,N
sugarless,Y,Y,Y,Y,N,N
suicide,Y,N,Y,Y,N,N
Suina,N,N,N,N,N,Y
suite,N,N,Y,Y,N,Y
summer,Y,Y,Y,N,N,N
summoner,Y,Y,Y,Y,N,N
sun,N,Y,Y,N,N,N
Sunday,Y,N,Y,Y,N,N
sunset,N,Y,Y,Y,N,N
sup,Y,Y,Y,N,N,N
supe,Y,Y,Y,Y,N,N
super,N,Y,Y,N,Y,Y
superego,N,Y,N,N,Y,Y
superficial,Y,Y,N,N,Y,Y
superior,Y,Y,Y,N,Y,Y
superman,N,N,N,Y,N,Y
supermarket,Y,Y,Y,Y,N,N
supernatural,N,N,N,N,N,Y
supernova,N,Y,Y,N,N,Y
superpose,N,N,N,N,N,Y
supervisor,N,Y,N,N,Y,Y
supportive,Y,Y,Y,Y,N,N
supreme,N,N,N,N,N,Y
sure,Y,Y,Y,N,N,N
surf,N,Y,Y,N,Y,Y
surge,Y,Y,Y,N,Y,Y
surgery,Y,Y,Y,Y,N,N
surra,N,Y,Y,N,Y,Y
surrey,Y,Y,Y,Y,N,N
survival,Y,Y,Y,Y,N,N
survivor,Y,Y,Y,Y,N,N
Susan,Y,N,Y,Y,N,N
suspender,Y,Y,Y,N,Y,Y
suspense,N,Y,N,N,Y,Y
Susu,Y,Y,Y,Y,N,N
Suu,Y,Y,Y,Y,N,N
sweat,Y,Y,Y,N,N,N
sweet,Y,Y,Y,N,N,N
swift,Y,Y,Y,Y,N,N
swine,Y,Y,Y,Y,N,N
swing,Y,Y,Y,Y,N,N
switch,Y,Y,Y,Y,N,N
swot,Y,Y,Y,Y,N,N
symphony,Y,Y,Y,Y,N,N
sync,Y,Y,Y,Y,N,N
syndicate,Y,Y,Y,Y,N,N
syndrome,Y,N,Y,Y,N,N
system,Y,N,Y,Y,N,N
ta,Y,N,N,Y,N,Y
taa,Y,Y,Y,N,N,N
tab,Y,Y,Y,Y,N,N
Tabasco,N,Y,N,N,N,Y
table,N,N,Y,Y,N,N
tableless,Y,Y,Y,Y,N,N
tablet,Y,Y,Y,Y,N,N
tabu,N,Y,N,N,Y,Y
tade,Y,Y,Y,Y,N,N
tag,Y,Y,Y,N,N,N
Tai,Y,Y,Y,Y,N,N
tail,Y,Y,Y,Y,N,N
take,N,N,Y,N,N,N
tal,Y,Y,Y,Y,Y,Y
talk,Y,N,Y,N,N,N
Talmud,Y,Y,Y,Y,N,N
tamara,Y,Y,Y,Y,N,N
tame,Y,Y,Y,Y,N,N
tang,Y,Y,Y,Y,N,N
tanga,Y,N,N,N,Y,Y
tango,Y,Y,N,N,Y,Y
tantra,N,N,N,N,N,Y
Tanya,Y,N,Y,Y,N,N
tao,N,Y,N,N,N,Y
tapa,N,Y,N,N,Y,Y
tapas,Y,Y,N,N,Y,Y
Tape,Y,Y,Y,Y,N,N
tapete,Y,Y,N,N,Y,Y
tapioca,N,N,N,N,Y,Y
tar,N,N,N,Y,N,Y
tara,Y,N,Y,Y,N,N
tarefa,Y,Y,Y,N,Y,Y
target,Y,N,Y,Y,N,N
tarot,Y,Y,Y,Y,N,N
Tarzan,Y,N,Y,Y,N,N
tattoo,N,N,N,N,N,Y
Tatu,N,N,N,N,N,Y
tau,Y,Y,Y,Y,N,N
taxi,N,N,N,N,Y,Y
taxis,N,N,N,N,Y,Y
tay,Y,Y,Y,Y,N,N
Taylor,N,N,N,Y,N,N
tayra,Y,Y,Y,Y,N,N
tchu,Y,N,Y,Y,N,N
Td,Y,Y,Y,Y,N,N
te,Y,Y,Y,Y,Y,Y
teacher,Y,Y,Y,Y,N,N
team,Y,N,Y,Y,N,N
tease,Y,N,Y,Y,N,N
teaser,Y,Y,Y,Y,N,N
teca,N,Y,Y,Y,N,N
tech,Y,Y,Y,Y,N,N
Tecla,N,N,N,N,N,Y
Teco,Y,N,Y,Y,N,N
Ted,Y,N,Y,Y,N,N
teem,Y,Y,Y,Y,N,N
teen,Y,N,N,N,N,N
teenage,Y,Y,Y,Y,N,N
teens,Y,N,N,Y,N,N
tele,N,N,N,N,N,Y
tell,Y,Y,Y,N,N,N
Tema,N,Y,Y,Y,N,Y
temp,Y,Y,Y,Y,N,N
temperamental,N,Y,Y,N,Y,Y
template,Y,Y,Y,Y,N,N
temple,Y,Y,Y,Y,N,N
tempo,Y,Y,Y,Y,Y,Y
tempora,N,Y,Y,Y,N,N
temporal,Y,Y,Y,N,Y,Y
tempter,Y,Y,Y,Y,N,N
temse,N,N,N,N,N,Y
ten,Y,Y,Y,N,N,N
tennis,N,N,N,N,N,Y
tequila,N,N,Y,N,Y,Y
teras,Y,Y,Y,Y,N,N
Teresa,N,N,N,Y,N,N
Teresina,Y,N,Y,Y,N,N
tergal,Y,Y,Y,Y,N,N
term,Y,Y,Y,Y,N,N
terminal,Y,Y,Y,N,Y,Y
termine,Y,Y,N,N,Y,Y
termino,Y,Y,N,N,Y,Y
terrible,N,N,Y,Y,N,N
terror,Y,Y,Y,Y,Y,Y
Terry,Y,N,Y,Y,N,N
terse,Y,Y,Y,Y,N,N
Tess,Y,Y,Y,Y,N,N
test,Y,Y,Y,N,N,N
testa,Y,Y,N,N,Y,Y
testar,Y,Y,Y,N,Y,Y
teste,Y,Y,Y,N,Y,Y
tester,Y,Y,Y,Y,N,N
testes,N,Y,Y,N,Y,Y
tete,Y,Y,Y,Y,N,N
tetra,N,Y,N,N,Y,Y
Texas,N,N,N,Y,N,N
th,Y,N,Y,N,N,N
tha,Y,Y,Y,N,N,N
Thai,Y,N,Y,Y,N,N
Thais,Y,Y,Y,Y,N,N
Thalia,N,Y,Y,Y,N,N
than,Y,N,Y,N,N,N
thank,Y,Y,Y,Y,N,N
thanks,Y,Y,Y,Y,N,N
that,N,Y,Y,N,N,N
The,N,N,Y,N,N,N
theme,Y,Y,Y,Y,N,N
then,Y,Y,Y,N,N,N
Theo,Y,Y,Y,Y,N,N
Theodore,Y,N,Y,Y,N,N
theory,Y,Y,Y,Y,N,N
there,Y,Y,Y,N,N,N
therefore,Y,Y,Y,N,N,N
they,Y,Y,Y,N,N,N
Thierry,N,N,Y,Y,N,N
think,Y,N,Y,N,N,N
this,Y,Y,Y,N,N,N
Thomas,N,N,Y,Y,N,N
those,Y,Y,Y,N,N,N
thread,Y,Y,Y,N,N,N
three,Y,Y,Y,N,N,N
through,N,Y,Y,N,N,N
throwback,Y,Y,Y,Y,N,N
thumb,Y,Y,Y,Y,N,N
ti,Y,Y,Y,Y,Y,Y
tiara,Y,Y,Y,N,Y,Y
tic,N,Y,Y,Y,N,N
tick,Y,Y,Y,Y,N,N
ticket,N,Y,N,N,Y,Y
tier,Y,Y,Y,Y,N,N
tiger,Y,Y,Y,Y,N,N
Tim,Y,N,Y,Y,N,N
timbre,Y,Y,Y,N,Y,Y
time,Y,Y,Y,Y,Y,Y
timer,Y,Y,Y,Y,N,N
times,N,Y,Y,Y,Y,Y
timing,Y,N,N,Y,N,N
Timo,Y,Y,Y,Y,N,N
tin,Y,Y,Y,Y,N,N
Tina,Y,N,Y,Y,N,N
tinder,Y,Y,Y,Y,N,N
Tino,Y,N,Y,Y,N,N
tinta,Y,Y,Y,N,Y,Y
tiny,Y,Y,Y,N,N,N
tip,Y,Y,Y,Y,N,N
tire,Y,Y,N,N,Y,Y
Titan,Y,N,Y,Y,N,N
Titanic,Y,N,Y,Y,N,N
tite,Y,Y,Y,Y,N,N
titi,Y,Y,Y,Y,N,N
title,Y,Y,Y,Y,N,N
titular,Y,Y,Y,N,Y,Y
tiver,Y,Y,Y,N,Y,Y
to,Y,Y,N,Y,N,Y
toa,N,N,Y,Y,N,N
Tobias,N,N,Y,Y,N,N
toco,Y,N,N,N,Y,Y
tod,Y,Y,Y,Y,N,N
Toda,Y,Y,Y,Y,N,Y
today,Y,Y,Y,N,N,N
Todd,Y,N,Y,Y,N,N
toddy,Y,Y,Y,Y,N,N
tody,Y,Y,Y,Y,N,N
toe,Y,Y,Y,Y,N,N
Toledo,N,N,N,Y,N,N
Tom,N,N,Y,Y,N,N
Toma,Y,Y,N,Y,N,Y
Tomas,Y,Y,Y,Y,N,N
tome,Y,Y,N,Y,Y,Y
tonga,N,N,N,N,N,Y
tonight,Y,Y,Y,N,N,N
Tony,Y,N,Y,Y,N,N
too,Y,Y,Y,N,N,N
took,Y,Y,Y,N,N,N
tool,Y,Y,Y,Y,N,N
toop,Y,Y,Y,Y,N,N
top,Y,N,N,N,N,N
tope,N,N,N,N,Y,Y
topo,Y,Y,Y,Y,Y,Y
tops,Y,Y,Y,N,N,N
toque,Y,Y,Y,Y,Y,Y
tora,Y,Y,Y,Y,N,N
tormenta,Y,Y,N,N,Y,Y
tornado,Y,Y,Y,N,Y,Y
tornese,N,N,N,N,N,Y
toro,N,N,N,N,Y,Y
torpedo,Y,Y,Y,N,Y,Y
torrent,Y,Y,Y,N,N,N
torta,Y,Y,N,N,Y,Y
tosh,Y,Y,Y,Y,N,N
total,Y,Y,Y,Y,Y,Y
totally,Y,Y,Y,N,N,N
totem,Y,Y,Y,Y,N,N
Totoro,Y,Y,Y,Y,N,N
tou,N,N,N,N,N,Y
touch,Y,N,Y,N,N,N
tour,Y,N,N,N,N,N
tourney,Y,Y,Y,Y,N,N
tow,Y,Y,Y,Y,N,N
town,Y,Y,Y,N,N,N
toy,Y,N,Y,Y,N,N
tra,N,Y,Y,Y,N,N
track,Y,Y,Y,Y,N,N
tracker,Y,Y,Y,Y,N,N
Tracy,Y,N,Y,Y,N,N
traffic,Y,Y,Y,Y,N,N
tragus,Y,Y,Y,Y,N,N
trailer,Y,N,Y,Y,N,N
trama,Y,Y,Y,N,Y,Y
trampolin,N,N,N,N,N,Y
trance,Y,N,N,N,Y,Y
translation,Y,Y,Y,Y,N,N
trap,Y,Y,Y,Y,N,N
trash,Y,Y,Y,Y,N,N
trauma,N,Y,Y,N,Y,Y
trave,Y,Y,Y,N,Y,Y
travel,Y,Y,Y,N,N,N
Travis,Y,N,Y,Y,N,N
treat,Y,Y,Y,N,N,N
Trema,N,N,N,N,N,Y
trend,Y,Y,Y,Y,N,N
Trent,Y,Y,Y,Y,N,N
Trey,Y,Y,Y,Y,N,N
tri,N,Y,N,N,Y,Y
Trianon,Y,Y,Y,Y,N,N
tribal,N,Y,Y,N,Y,Y
tribe,Y,Y,Y,Y,N,N
tribunal,Y,Y,Y,N,Y,Y
tribute,N,N,N,Y,Y,Y
trick,Y,Y,Y,N,N,N
trickster,Y,Y,Y,Y,N,N
tricolor,Y,Y,Y,N,Y,Y
trident,Y,Y,Y,Y,N,N
trigger,Y,Y,Y,Y,N,N
trilogy,Y,Y,Y,Y,N,N
trio,Y,Y,N,N,Y,Y
trip,Y,N,Y,Y,N,N
triplex,N,Y,N,N,Y,Y
Triplice,Y,Y,Y,Y,N,N
tristeza,Y,Y,Y,Y,Y,Y
troca,Y,Y,Y,Y,Y,Y
trocar,Y,Y,Y,N,Y,Y
troco,Y,Y,Y,N,Y,Y
troll,Y,Y,Y,Y,N,N
tropical,Y,Y,Y,N,Y,Y
TRUE,Y,Y,Y,Y,N,N
truly,Y,Y,Y,N,N,N
trump,Y,Y,Y,Y,N,N
try,Y,Y,Y,Y,N,N
tsunami,N,N,N,N,Y,Y
tu,Y,Y,N,Y,Y,Y
tua,Y,Y,N,Y,Y,Y
Tuba,Y,N,N,N,N,Y
tube,Y,Y,Y,Y,N,N
tuberculose,Y,Y,Y,N,Y,Y
Tucano,N,Y,N,N,N,Y
tue,Y,Y,Y,N,N,N
tum,Y,N,Y,Y,N,N
Tuna,Y,Y,Y,Y,N,N
tuned,Y,Y,Y,Y,N,N
tuno,Y,Y,Y,Y,N,N
Turbo,N,Y,N,N,N,Y
turco,Y,Y,Y,N,Y,Y
turma,Y,Y,Y,N,Y,Y
turn,Y,N,Y,N,N,N
tutor,Y,N,Y,N,Y,Y
tutorial,N,Y,N,N,Y,Y
tuts,Y,Y,Y,Y,N,N
tutu,Y,Y,N,N,Y,Y
tweet,Y,Y,Y,Y,N,N
Twi,Y,Y,Y,Y,N,N
twilight,Y,Y,Y,Y,N,N
twist,Y,N,N,Y,N,N
twister,N,N,N,N,N,Y
twit,Y,Y,Y,Y,N,N
twitch,Y,Y,Y,Y,N,N
twite,Y,Y,Y,Y,N,N
twitten,Y,Y,Y,Y,N,N
twitter,Y,Y,Y,Y,N,N
two,Y,Y,Y,N,N,N
Tyler,Y,Y,Y,Y,N,N
type,Y,Y,Y,Y,N,N
ugh,Y,Y,Y,Y,N,N
ukulele,N,N,N,N,N,Y
ultima,Y,N,N,N,Y,Y
ultimo,Y,N,N,N,Y,Y
ultra,Y,Y,N,N,Y,Y
Ulysses,N,N,N,Y,N,N
um,Y,Y,Y,Y,Y,Y
umbrella,Y,Y,Y,Y,N,N
un,Y,Y,N,Y,N,N
Una,N,N,Y,Y,N,N
under,Y,Y,Y,N,N,N
underground,Y,Y,N,Y,N,N
undo,Y,Y,Y,Y,N,N
uneasy,Y,Y,Y,Y,N,N
Unesco,Y,N,Y,Y,N,N
unfair,Y,Y,Y,Y,N,N
unhappy,Y,Y,Y,Y,N,N
unilateral,N,Y,N,N,Y,Y
universal,Y,Y,Y,N,Y,Y
universe,N,N,N,N,N,Y
unrated,Y,Y,Y,Y,N,N
unrealistic,Y,Y,Y,Y,N,N
up,Y,N,Y,N,N,N
update,Y,Y,Y,Y,N,N
upgrade,Y,N,Y,Y,N,N
Urban,Y,Y,Y,Y,N,N
Uri,Y,N,Y,Y,N,N
urna,Y,Y,Y,N,Y,Y
us,N,Y,Y,N,N,N
usar,Y,Y,Y,N,Y,Y
use,Y,Y,Y,Y,Y,Y
useless,Y,Y,Y,Y,N,N
user,Y,Y,Y,N,N,N
usual,Y,Y,Y,N,Y,Y
Utah,Y,N,Y,Y,N,N
utility,Y,Y,Y,Y,N,N
utilize,N,Y,N,N,Y,Y
Utopia,Y,Y,N,N,N,Y
uva,Y,Y,Y,N,Y,Y
vacona,N,N,N,N,N,Y
vagal,Y,Y,Y,Y,N,N
vagas,Y,Y,Y,N,Y,Y
vagina,N,Y,N,N,Y,Y
Vai,Y,Y,Y,Y,N,Y
Val,N,N,Y,Y,N,N
vale,Y,Y,Y,Y,Y,Y
Valentin,N,Y,Y,Y,N,N
Valentine,Y,Y,Y,Y,N,N
valor,Y,Y,Y,N,Y,Y
valorize,N,N,N,N,Y,Y
Valsa,N,Y,N,N,N,Y
value,Y,Y,Y,Y,N,N
vampire,Y,Y,Y,Y,N,N
Van,Y,Y,N,N,N,Y
Vanessa,Y,N,Y,Y,N,N
vapor,Y,Y,Y,Y,Y,Y
vara,Y,Y,N,Y,Y,Y
vari,Y,Y,Y,N,N,N
variant,Y,Y,Y,Y,N,N
vas,Y,Y,Y,N,N,N
vee,Y,Y,Y,Y,N,N
veer,Y,N,N,N,N,N
vegetal,Y,Y,N,N,Y,Y
vei,N,N,N,Y,N,Y
vela,Y,Y,Y,N,Y,Y
velar,Y,Y,Y,N,Y,Y
velo,Y,N,N,N,Y,Y
venal,Y,N,N,N,Y,Y
vender,Y,Y,Y,N,Y,Y
venom,Y,Y,Y,Y,N,N
Venus,N,N,Y,Y,N,N
vera,N,Y,Y,Y,N,N
verbal,Y,Y,Y,N,Y,Y
Vermes,N,N,N,N,N,Y
Verona,N,N,Y,Y,N,N
Veronica,Y,Y,Y,Y,N,N
version,Y,Y,Y,N,N,N
verso,Y,Y,Y,N,Y,Y
vertical,Y,Y,N,N,Y,Y
very,Y,Y,Y,N,N,N
Vespa,Y,Y,Y,Y,N,N
vest,Y,Y,Y,Y,N,N
vestibular,N,Y,Y,N,Y,Y
veta,N,Y,Y,Y,Y,Y
veto,Y,Y,Y,N,Y,Y
via,Y,Y,Y,Y,Y,Y
Vic,Y,Y,Y,Y,N,N
vice,N,N,N,Y,N,N
Vicky,Y,Y,Y,Y,N,N
Victor,N,N,Y,Y,N,N
Victoria,N,N,Y,Y,N,N
victrola,N,N,N,N,N,Y
video,N,Y,N,N,N,Y
vie,N,Y,Y,N,N,N
vier,Y,N,Y,Y,Y,Y
view,Y,Y,Y,Y,N,N
viga,Y,Y,Y,N,Y,Y
vigia,Y,Y,N,Y,Y,Y
vigor,Y,Y,Y,Y,Y,Y
viking,Y,N,Y,Y,N,N
vila,Y,Y,Y,Y,Y,Y
Vilela,N,N,Y,Y,N,N
villa,N,Y,N,N,N,Y
Villanova,Y,Y,Y,Y,N,N
vim,N,N,N,Y,N,N
Vincent,N,N,Y,Y,N,N
vincular,N,Y,N,N,Y,Y
vine,Y,Y,Y,N,N,N
vineyard,Y,Y,Y,N,N,N
vintage,Y,Y,Y,Y,N,N
vinyl,Y,Y,Y,Y,N,N
viola,Y,Y,N,N,Y,Y
violence,Y,Y,Y,N,N,N
Vip,N,Y,N,N,N,Y
Vira,Y,Y,N,N,N,Y
viral,N,N,Y,N,Y,Y
vire,Y,Y,Y,N,Y,Y
Virginia,Y,N,Y,Y,N,N
virgula,Y,N,N,N,Y,Y
virose,N,N,N,N,Y,Y
virtual,Y,Y,Y,N,Y,Y
virus,N,N,N,N,N,Y
visa,N,N,N,N,N,N
visceral,N,N,Y,N,Y,Y
vision,Y,Y,Y,N,N,N
visita,Y,Y,Y,N,Y,Y
visite,Y,Y,N,N,Y,Y
vista,Y,Y,Y,Y,Y,Y
visto,Y,Y,Y,Y,Y,Y
visual,Y,Y,Y,N,Y,Y
visualization,Y,Y,Y,Y,N,N
vital,Y,Y,Y,N,Y,Y
vitrine,N,Y,N,N,Y,Y
viuva,N,N,N,N,Y,Y
viva,Y,Y,Y,Y,Y,Y
vive,Y,Y,Y,Y,Y,Y
viver,Y,Y,Y,N,Y,Y
Vladimir,Y,N,Y,Y,N,N
voar,Y,Y,N,N,Y,Y
vocal,Y,Y,Y,N,Y,Y
vodka,N,Y,Y,N,Y,Y
voe,N,N,N,N,Y,Y
vogue,Y,Y,Y,Y,N,N
voice,Y,N,Y,N,N,N
vol,N,Y,Y,N,N,N
volt,Y,Y,Y,Y,N,N
Volta,Y,Y,Y,N,N,Y
volume,Y,Y,Y,N,Y,Y
vomito,N,N,N,N,Y,Y
vota,Y,Y,N,N,Y,Y
Vote,N,N,N,N,N,Y
voucher,Y,Y,Y,Y,N,N
voyage,Y,Y,Y,N,N,N
vulgar,Y,Y,Y,N,Y,Y
wag,Y,Y,Y,Y,N,N
waka,Y,Y,Y,Y,N,N
walk,Y,N,Y,N,N,N
walking,Y,Y,Y,N,N,N
wall,Y,Y,Y,N,N,N
wallpaper,Y,Y,Y,Y,N,N
wally,Y,Y,Y,Y,N,N
Walt,Y,N,Y,Y,N,N
walter,Y,Y,Y,Y,N,N
wan,Y,Y,Y,Y,N,N
want,Y,N,Y,N,N,N
wapp,Y,Y,Y,Y,N,N
war,Y,Y,Y,N,N,N
ward,Y,Y,Y,N,N,N
warning,Y,Y,Y,Y,N,N
was,N,Y,Y,N,N,N
Washington,N,N,N,Y,N,N
water,N,N,Y,N,N,N
waterfall,Y,Y,Y,Y,N,N
Wave,Y,N,Y,Y,N,N
way,Y,Y,Y,N,N,N
wayfarer,Y,Y,Y,Y,N,N
Wayne,Y,N,Y,Y,N,N
we,N,Y,Y,N,N,N
weather,Y,Y,Y,Y,N,N
web,N,Y,Y,Y,N,N
weekend,Y,N,Y,Y,N,N
welcome,Y,Y,Y,Y,N,N
well,N,Y,Y,N,N,N
wellington,Y,Y,Y,Y,N,N
Wendell,Y,Y,Y,Y,N,N
whale,Y,Y,Y,Y,N,N
what,N,Y,Y,N,N,N
whatever,Y,Y,Y,N,N,N
whats,Y,Y,Y,Y,N,N
whey,Y,Y,Y,Y,N,N
whimsical,Y,Y,Y,Y,N,N
whish,Y,Y,Y,Y,N,N
whisky,Y,Y,N,Y,N,N
white,Y,N,Y,N,N,N
who,N,Y,Y,N,N,N
whoa,Y,Y,Y,Y,N,N
whopper,Y,Y,Y,Y,N,N
whore,Y,Y,Y,Y,N,N
why,Y,Y,Y,N,N,N
wife,Y,Y,Y,N,N,N
wild,Y,Y,Y,N,N,N
Wilhelm,Y,N,Y,Y,N,N
will,N,Y,Y,N,N,N
William,N,N,Y,Y,N,N
willie,Y,Y,Y,Y,N,N
Wilmer,Y,Y,Y,Y,N,N
Wilson,Y,N,N,Y,N,N
Win,Y,Y,Y,Y,N,N
wind,Y,Y,Y,N,N,N
wine,Y,Y,Y,N,N,N
winehouse,Y,Y,Y,Y,N,N
winger,Y,Y,Y,Y,N,N
Winnie,Y,Y,Y,Y,N,N
Winston,Y,N,N,Y,N,N
winter,Y,Y,Y,N,N,N
wired,Y,Y,Y,Y,N,N
wireless,Y,Y,Y,Y,N,N
with,N,N,Y,N,N,N
witness,Y,Y,Y,N,N,N
wiz,Y,Y,Y,Y,N,N
wolf,Y,Y,Y,N,N,N
Wolfgang,Y,N,Y,Y,N,N
wolverine,Y,Y,Y,Y,N,N
woman,Y,Y,Y,N,N,N
won,Y,Y,Y,N,N,N
wonder,Y,Y,Y,N,N,N
wont,Y,Y,Y,N,N,N
woo,Y,Y,Y,Y,N,N
Woody,Y,N,Y,Y,N,N
woohoo,Y,Y,Y,Y,N,N
word,Y,Y,Y,N,N,N
work,Y,N,Y,N,N,N
working,Y,Y,Y,Y,N,N
workroom,Y,Y,Y,Y,N,N
works,Y,Y,Y,Y,N,N
workshop,Y,N,N,Y,N,N
world,Y,N,Y,Y,N,N
worm,Y,Y,Y,Y,N,N
worst,Y,Y,Y,Y,N,N
worth,Y,Y,Y,N,N,N
would,Y,Y,Y,N,N,N
wow,Y,Y,Y,Y,N,N
wrapper,Y,Y,Y,Y,N,N
write,Y,Y,Y,Y,N,N
writer,Y,N,Y,Y,N,N
ya,Y,Y,Y,Y,N,N
yah,Y,Y,Y,Y,N,N
Yahoo,Y,Y,Y,Y,N,N
Yale,Y,N,Y,Y,N,N
yam,Y,Y,Y,Y,N,N
yan,Y,Y,Y,Y,N,N
yaya,Y,Y,Y,Y,N,N
yeah,Y,Y,Y,N,N,N
year,Y,Y,Y,N,N,N
yees,Y,Y,Y,Y,N,N
yellow,Y,Y,Y,Y,N,N
yes,Y,Y,Y,N,N,N
Yin,Y,N,Y,Y,N,N
yn,Y,Y,Y,Y,N,N
yoga,N,N,N,N,N,Y
york,Y,Y,Y,Y,N,N
Yorker,Y,N,Y,Y,N,N
you,N,N,Y,N,N,N
young,Y,Y,Y,N,N,N
younger,Y,Y,Y,N,N,N
your,Y,Y,Y,N,N,N
zac,Y,Y,Y,Y,N,N
zander,Y,Y,Y,Y,N,N
zebra,N,Y,N,N,Y,Y
Zen,Y,Y,Y,Y,N,N
Zeppelin,Y,Y,Y,N,N,N
zero,Y,Y,Y,N,Y,Y
Zeus,N,Y,Y,Y,N,N
Zion,Y,Y,Y,Y,N,N
zip,Y,Y,Y,Y,N,N
zo,Y,Y,Y,Y,N,N
zoa,N,N,N,N,Y,Y
zonal,N,N,N,N,Y,Y
Zonta,Y,Y,Y,Y,N,N
zoo,Y,Y,Y,Y,N,N
